msoa,entropy_work,entropy_all,gini,hhi,lq,asymmetry
E02000176,4.927798970294786,6.442887569411922,0.17604617604617606,0.036281179138321996,1.2753411462102149,0.05
E02000177,5.09479715880877,6.16489173016652,0.23502722323048997,0.032699167657550536,1.0678129233354448,0.10476190476190476
E02000178,4.972549056927053,6.5587935635129595,0.16877076411960132,0.03731746890210925,1.039675276812165,0.08860759493670886
E02000179,4.987806843275688,6.2780171028214315,0.3008064516129032,0.04266389177939645,1.2274249339874377,0.14814814814814814
E02000180,5.1573937520432755,6.3686131143618105,0.20867208672086723,0.03497942386831275,1.4165905505278604,0.06930693069306931
E02000181,5.274666232920705,6.4758117023671575,0.2391774891774892,0.02998236331569664,1.1203759731532565,0.3404255319148936
E02000182,5.135754199299805,6.7236967628902145,0.22767857142857145,0.03380102040816327,1.3059633108368074,0.2
E02000183,5.38489758373832,7.000924988745242,0.24009603841536617,0.029844290657439446,1.5029785653091294,0.2568306010928962
E02000184,5.413663816881611,6.5098959530517115,0.33659754224270355,0.03248930512197942,1.3474493545316086,0.0053475935828877
E02000185,5.038562939644916,6.485328073195417,0.21621621621621623,0.035199999999999995,1.606288893193732,0.07407407407407407
E02000186,5.051046813413628,7.114432111494643,0.23386295928500497,0.0359558561765753,1.5927520531320252,0.6187050359712231
E02000187,5.346548580556077,8.219333269023215,0.3242063492063493,0.04197530864197531,1.4001336907550013,0.6026490066225165
E02000188,4.323732369265592,8.26564491085796,0.2916666666666667,0.06094182825484764,0.8533765652846255,0.4492753623188406
E02000191,5.32930316833422,7.132568214373256,0.3268733850129199,0.036776636019469976,2.6838810079616953,0.7212317666126418
E02000192,4.580023372597454,7.397940856078988,0.24084249084249088,0.05062458908612754,3.9054239424311628,0.7833333333333333
E02000193,5.166656477836606,7.0529396088606084,0.4199115044247788,0.05160936643433316,2.9255007318173694,0.7801556420233463
E02000194,5.005499497344916,6.135980031184927,0.26900584795321636,0.04093567251461986,1.5574050724450685,0.19148936170212766
E02000195,5.476064195050469,6.226216225350924,0.20222634508348789,0.025252525252525256,1.2011043260575323,0.007633587786259542
E02000196,5.286569246460624,6.16579445053691,0.21231884057971012,0.03277777777777779,1.038903912795062,0.15384615384615385
E02000197,5.465142423396894,6.1067247151335255,0.1875,0.024943310657596366,1.1466086465639755,0.10526315789473684
E02000198,5.903937155308169,6.198675020942324,0.2240121580547112,0.021276595744680847,0.7519513314010364,0.49206349206349204
E02000199,5.642594969023561,6.139069942735405,0.22537112010796223,0.023668639053254434,0.6181907580268137,0.5918367346938775
E02000200,5.520001897712811,6.224834772136576,0.23876543209876538,0.027911111111111112,0.9295928189731565,0.0948905109489051
E02000201,5.588337460040544,6.350596934898257,0.20188492063492067,0.02662037037037037,1.034323317732729,0.07462686567164178
E02000202,5.788544686783232,6.034955091721054,0.18495166036149646,0.020710059171597628,0.9289540757511705,0.3565217391304348
E02000203,5.808538828833021,6.088010633794653,0.2057754828839166,0.02075772971403688,0.5870934131267791,0.27692307692307694
E02000204,5.648771844669833,6.022386596267927,0.2906420765027322,0.025824652777777776,0.7486068739676955,0.2549019607843137
E02000206,5.994911007238937,6.528548299392192,0.26738721804511273,0.019610969387755105,1.0197840303753793,0.04672897196261682
E02000207,5.9397159347922015,6.199660791568406,0.22812960235640642,0.019449463279838455,0.8312152243571401,0.2847682119205298
E02000208,5.815284262056128,5.968501567295514,0.320888685295465,0.025854639471416266,1.598989531743774,0.10943396226415095
E02000209,5.583902520217312,5.865355554168364,0.3161776495109828,0.030507091113151717,0.6321065987133283,0.29411764705882354
E02000210,5.880827985459531,6.082409960440683,0.18535681186283598,0.019306140223544783,1.0393714663111713,0.371900826446281
E02000211,5.584152955665414,5.785469507224224,0.33225458468176916,0.028560656046752765,0.9657937023199525,0.24848484848484848
E02000212,5.66602007573548,6.306525011231401,0.2786885245901639,0.024574669187145563,0.8308542453669988,0.05641025641025641
E02000213,5.478851028187666,6.168051683362612,0.2570947570947571,0.029853263619497382,0.99472319791413,0.25961538461538464
E02000214,5.419097944453206,5.931060114970026,0.2677124183006536,0.02897777777777778,0.7202596370779698,0.3761467889908257
E02000215,5.777240657217767,6.906240644886612,0.22826867816091956,0.023120623596247857,0.8474437441492927,0.027932960893854747
E02000216,5.1775466209425876,6.164644239582155,0.28727770177838574,0.033304498269896204,1.0505769904669167,0.10569105691056911
